,Index,Report,Size
2946,3020,BODY FLUID EXAMINATION,214
2947,3021,URINE MICROBIOLOGY,435
2948,3023,MICROBIOLOGY,565
2949,3024,BLOOD CULTURE MICROBIOLOGY,229
2950,3025,URINE MICROBIOLOGY,543
2951,3026,MULTI-RESISTANT ORGANISM SCREEN,262
2952,3027,BLOOD CULTURE MICROBIOLOGY,232
2953,3028,MULTI-RESISTANT ORGANISM SCREEN,263
2954,3029,MULTI-RESISTANT ORGANISM SCREEN,262
2955,3030,URINE MICROBIOLOGY,545
2956,3031,MULTI-RESISTANT ORGANISM SCREEN,262
2957,3032,URINE MICROBIOLOGY,928
2958,3033,RESPIRATORY MICROBIOLOGY,1168
2959,3034,BLOOD CULTURE MICROBIOLOGY,639
2960,3035,BLOOD CULTURE MICROBIOLOGY,223
2961,3036,MULTI-RESISTANT ORGANISM SCREEN,276
2962,3037,MULTI-RESISTANT ORGANISM SCREEN,274
2963,3038,BLOOD CULTURE MICROBIOLOGY,223
2964,3039,MULTI-RESISTANT ORGANISM SCREEN,275
2965,3040,BLOOD CULTURE MICROBIOLOGY,246
2966,3041,MULTI-RESISTANT ORGANISM SCREEN,275
2967,3042,MULTI-RESISTANT ORGANISM SCREEN,267
2968,3043,BLOOD CULTURE MICROBIOLOGY,449
2969,3044,BLOOD CULTURE MICROBIOLOGY,246
2970,3045,MULTI-RESISTANT ORGANISM SCREEN,248
2971,3046,RESPIRATORY MICROBIOLOGY,498
2972,3047,RESPIRATORY MICROBIOLOGY,443
2973,3048,BLOOD CULTURE MICROBIOLOGY,580
2974,3049,URINE MICROBIOLOGY,401
2975,3050,URINE MICROBIOLOGY,413
2976,3051,CATHETER TIP MICROBIOLOGY,230
2977,3052,MULTI-RESISTANT ORGANISM SCREEN,275
2978,3054,BLOOD CULTURE MICROBIOLOGY,580
2979,3055,CATHETER TIP MICROBIOLOGY,221
2980,3056,MULTI-RESISTANT ORGANISM SCREEN,276
2981,3057,RESPIRATORY MICROBIOLOGY,711
2982,3058,BLOOD CULTURE MICROBIOLOGY,223
2983,3059,MULTI-RESISTANT ORGANISM SCREEN,268
2984,3060,BLOOD CULTURE MICROBIOLOGY,223
2985,3061,BLOOD CULTURE MICROBIOLOGY,223
2986,3062,MULTI-RESISTANT ORGANISM SCREEN,276
2987,3063,MULTI-RESISTANT ORGANISM SCREEN,262
2988,3064,MULTI-RESISTANT ORGANISM SCREEN,236
2989,3065,MULTI-RESISTANT ORGANISM SCREEN,263
2990,3066,MULTI-RESISTANT ORGANISM SCREEN,275
2991,3067,MULTI-RESISTANT ORGANISM SCREEN,254
2992,3068,MULTI-RESISTANT ORGANISM SCREEN,262
2993,3069,MULTI-RESISTANT ORGANISM SCREEN,276
2994,3070,BLOOD CULTURE MICROBIOLOGY,223
2995,3071,CATHETER TIP MICROBIOLOGY,267
2996,3072,MULTI-RESISTANT ORGANISM SCREEN,275
2997,3073,MULTI-RESISTANT ORGANISM SCREEN,236
2998,3074,BLOOD CULTURE MICROBIOLOGY,236
2999,3075,BLOOD CULTURE MICROBIOLOGY,236
3000,3076,BLOOD CULTURE MICROBIOLOGY,246
3001,3077,MULTI-RESISTANT ORGANISM SCREEN,263
3002,3078,BLOOD CULTURE MICROBIOLOGY,262
3003,3079,MULTI-RESISTANT ORGANISM SCREEN,263
3004,3080,URINE MICROBIOLOGY,468
3005,3081,URINE MICROBIOLOGY,412
3006,3082,BLOOD CULTURE MICROBIOLOGY,223
3007,3083,CATHETER TIP MICROBIOLOGY,258
3008,3084,MULTI-RESISTANT ORGANISM SCREEN,272
3009,3085,MULTI-RESISTANT ORGANISM SCREEN,254
3010,3087,MULTI-RESISTANT ORGANISM SCREEN,271
3011,3088,RESPIRATORY MICROBIOLOGY,402
3012,3089,MULTI-RESISTANT ORGANISM SCREEN,263
3013,3090,BODY FLUID EXAMINATION,1234
3014,3091,MULTI-RESISTANT ORGANISM SCREEN,236
3015,3092,MULTI-RESISTANT ORGANISM SCREEN,262
3016,3093,BLOOD CULTURE MICROBIOLOGY,287
3017,3094,MULTI-RESISTANT ORGANISM SCREEN,252
3018,3095,RESPIRATORY MICROBIOLOGY,428
3019,3096,BLOOD CULTURE MICROBIOLOGY,229
3020,3097,MULTI-RESISTANT ORGANISM SCREEN,273
3021,3098,MULTI-RESISTANT ORGANISM SCREEN,236
3022,3099,MULTI-RESISTANT ORGANISM SCREEN,274
3023,3100,MULTI-RESISTANT ORGANISM SCREEN,241
3024,3101,MICROBIOLOGY,393
3025,3102,MULTI-RESISTANT ORGANISM SCREEN,267
3026,3103,MULTI-RESISTANT ORGANISM SCREEN,263
3027,3104,URINE MICROBIOLOGY,443
3028,3105,MULTI-RESISTANT ORGANISM SCREEN,263
3029,3106,MULTI-RESISTANT ORGANISM SCREEN,268
3030,3107,MULTI-RESISTANT ORGANISM SCREEN,262
3031,3108,MULTI-RESISTANT ORGANISM SCREEN,274
3032,3109,MULTI-RESISTANT ORGANISM SCREEN,268
3033,3110,MULTI-RESISTANT ORGANISM SCREEN,263
3034,3111,MULTI-RESISTANT ORGANISM SCREEN,275
3035,3112,MULTI-RESISTANT ORGANISM SCREEN,262
3036,3113,MULTI-RESISTANT ORGANISM SCREEN,263
3037,3114,MULTI-RESISTANT ORGANISM SCREEN,263
3038,3115,MULTI-RESISTANT ORGANISM SCREEN,262
3039,3116,BODY FLUID EXAMINATION,1343
3040,3117,MULTI-RESISTANT ORGANISM SCREEN,262
3041,3118,MULTI-RESISTANT ORGANISM SCREEN,267
3042,3119,MULTI-RESISTANT ORGANISM SCREEN,236
3043,3120,MULTI-RESISTANT ORGANISM SCREEN,236
3044,3121,CEREBROSPINAL FLUID MICROBIOLOGY,676
3045,3122,MULTI-RESISTANT ORGANISM SCREEN,248
3046,3123,URINE MICROBIOLOGY,449
3047,3124,MULTI-RESISTANT ORGANISM SCREEN,276
3048,3125,MULTI-RESISTANT ORGANISM SCREEN,274
3049,3126,BODY FLUID EXAMINATION,1108
3050,3127,MULTI-RESISTANT ORGANISM SCREEN,275
3051,3128,URINE MICROBIOLOGY,449
3052,3129,MULTI-RESISTANT ORGANISM SCREEN,275
3053,3130,RESPIRATORY MICROBIOLOGY,427
3054,3131,MULTI-RESISTANT ORGANISM SCREEN,262
3055,3132,URINE MICROBIOLOGY,525
3056,3133,MULTI-RESISTANT ORGANISM SCREEN,263
3057,3134,URINE MICROBIOLOGY,421
3058,3135,MULTI-RESISTANT ORGANISM SCREEN,275
3059,3136,MULTI-RESISTANT ORGANISM SCREEN,236
3060,3137,MULTI-RESISTANT ORGANISM SCREEN,241
3061,3138,MULTI-RESISTANT ORGANISM SCREEN,276
3062,3139,BLOOD CULTURE MICROBIOLOGY,636
3063,3140,URINE MICROBIOLOGY,453
3064,3141,BLOOD CULTURE MICROBIOLOGY,354
3065,3142,BLOOD CULTURE MICROBIOLOGY,223
3066,3143,BLOOD CULTURE MICROBIOLOGY,236
3067,3144,MULTI-RESISTANT ORGANISM SCREEN,427
3068,3145,BLOOD CULTURE MICROBIOLOGY,223
3069,3146,MULTI-RESISTANT ORGANISM SCREEN,377
3070,3147,MULTI-RESISTANT ORGANISM SCREEN,263
3071,3148,URINE MICROBIOLOGY,511
3072,3149,MICROBIOLOGY,435
3073,3150,CATHETER TIP MICROBIOLOGY,279
3074,3151,MULTI-RESISTANT ORGANISM SCREEN,262
3075,3152,BLOOD CULTURE MICROBIOLOGY,223
3076,3153,CATHETER TIP MICROBIOLOGY,267
3077,3154,URINE MICROBIOLOGY,491
3078,3155,RESPIRATORY MICROBIOLOGY,1028
3079,3156,BLOOD CULTURE MICROBIOLOGY,223
3080,3157,URINE MICROBIOLOGY,476
3081,3158,URINE MICROBIOLOGY,524
3082,3159,MICROBIOLOGY,757
3083,3160,MULTI-RESISTANT ORGANISM SCREEN,254
3084,3161,MULTI-RESISTANT ORGANISM SCREEN,262
3085,3162,BLOOD CULTURE MICROBIOLOGY,286
3086,3163,MULTI-RESISTANT ORGANISM SCREEN,263
3087,3164,MICROBIOLOGY,444
3088,3165,RESPIRATORY MICROBIOLOGY,1483
3089,3166,MICROBIOLOGY,1112
3090,3167,BODY FLUID EXAMINATION,496
3091,3168,MULTI-RESISTANT ORGANISM SCREEN,276
3092,3169,URINE MICROBIOLOGY,456
3093,3170,MULTI-RESISTANT ORGANISM SCREEN,236
3094,3171,MULTI-RESISTANT ORGANISM SCREEN,274
3095,3172,MULTI-RESISTANT ORGANISM SCREEN,263
3096,3173,BLOOD CULTURE MICROBIOLOGY,261
3097,3174,MULTI-RESISTANT ORGANISM SCREEN,275
3098,3175,MULTI-RESISTANT ORGANISM SCREEN,262
3099,3176,BLOOD CULTURE MICROBIOLOGY,260
3100,3177,MULTI-RESISTANT ORGANISM SCREEN,276
3101,3178,MULTI-RESISTANT ORGANISM SCREEN,236
3102,3179,BLOOD CULTURE MICROBIOLOGY,237
3103,3180,URINE MICROBIOLOGY,516
3104,3181,MULTI-RESISTANT ORGANISM SCREEN,271
3105,3182,BLOOD CULTURE MICROBIOLOGY,237
3106,3183,MULTI-RESISTANT ORGANISM SCREEN,246
3107,3184,MULTI-RESISTANT ORGANISM SCREEN,272
3108,3185,BLOOD CULTURE MICROBIOLOGY,236
3109,3186,MULTI-RESISTANT ORGANISM SCREEN,268
3110,3187,MULTI-RESISTANT ORGANISM SCREEN,257
3111,3188,BLOOD CULTURE MICROBIOLOGY,236
3112,3189,MULTI-RESISTANT ORGANISM SCREEN,257
3113,3190,MULTI-RESISTANT ORGANISM SCREEN,276
3114,3191,BLOOD CULTURE MICROBIOLOGY,260
3115,3192,MULTI-RESISTANT ORGANISM SCREEN,267
3116,3193,MULTI-RESISTANT ORGANISM SCREEN,277
3117,3194,BLOOD CULTURE MICROBIOLOGY,269
3118,3195,MULTI-RESISTANT ORGANISM SCREEN,276
3119,3196,URINE MICROBIOLOGY,509
3120,3197,URINE MICROBIOLOGY,515
3121,3198,MULTI-RESISTANT ORGANISM SCREEN,275
3122,3199,URINE MICROBIOLOGY,1186
3123,3200,BLOOD CULTURE MICROBIOLOGY,232
3124,3201,BLOOD CULTURE MICROBIOLOGY,236
3125,3202,URINE MICROBIOLOGY,1048
3126,3203,MULTI-RESISTANT ORGANISM SCREEN,276
3127,3204,MULTI-RESISTANT ORGANISM SCREEN,268
3128,3205,MULTI-RESISTANT ORGANISM SCREEN,269
3129,3206,MULTI-RESISTANT ORGANISM SCREEN,269
3130,3207,MICROBIOLOGY,868
3131,3208,MULTI-RESISTANT ORGANISM SCREEN,275
3132,3209,MULTI-RESISTANT ORGANISM SCREEN,270
3133,3210,MICROBIOLOGY,450
3134,3211,URINE MICROBIOLOGY,401
3135,3212, THROAT MICROBIOLOGY,414
3136,3214,MICROBIOLOGY,867
3137,3215,URINE MICROBIOLOGY,402
3138,3216,URINE MICROBIOLOGY,401
3139,3217,URINE MICROBIOLOGY,402
3140,3218,CEREBROSPINAL FLUID MICROBIOLOGY,928
3141,3219,MULTI-RESISTANT ORGANISM SCREEN,275
3142,3220,MULTI-RESISTANT ORGANISM SCREEN,276
3143,3221,BLOOD CULTURE MICROBIOLOGY,498
3144,3222,MULTI-RESISTANT ORGANISM SCREEN,275
3145,3223,URINE MICROBIOLOGY,694
3146,3224,MULTI-RESISTANT ORGANISM SCREEN,275
3147,3225,URINE MICROBIOLOGY,442
3148,3226,MULTI-RESISTANT ORGANISM SCREEN,275
3149,3227,MULTI-RESISTANT ORGANISM SCREEN,275
3150,3228,MULTI-RESISTANT ORGANISM SCREEN,276
3151,3229,MULTI-RESISTANT ORGANISM SCREEN,254
3152,3230,BLOOD CULTURE MICROBIOLOGY,234
3153,3231,MULTI-RESISTANT ORGANISM SCREEN,276
3154,3232,MULTI-RESISTANT ORGANISM SCREEN,275
3155,3233,MULTI-RESISTANT ORGANISM SCREEN,276
3156,3234,URINE MICROBIOLOGY,421
3157,3235,MICROBIOLOGY,545
3158,3236,MULTI-RESISTANT ORGANISM SCREEN,276
3159,3237,MULTI-RESISTANT ORGANISM SCREEN,254
3160,3238,MULTI-RESISTANT ORGANISM SCREEN,254
3161,3239,URINE MICROBIOLOGY,401
3162,3240,URINE MICROBIOLOGY,420
3163,3241,URINE MICROBIOLOGY,1004
3164,3243,MULTI-RESISTANT ORGANISM SCREEN,273
3165,3244,MULTI-RESISTANT ORGANISM SCREEN,273
3166,3245,MULTI-RESISTANT ORGANISM SCREEN,274
3167,3246,MULTI-RESISTANT ORGANISM SCREEN,273
3168,3247,MULTI-RESISTANT ORGANISM SCREEN,254
3169,3248,BLOOD CULTURE MICROBIOLOGY,293
3170,3249,URINE MICROBIOLOGY,491
3171,3250,MULTI-RESISTANT ORGANISM SCREEN,274
3172,3251,MULTI-RESISTANT ORGANISM SCREEN,275
3173,3252,MULTI-RESISTANT ORGANISM SCREEN,267
3174,3253,URINE MICROBIOLOGY,412
3175,3254,MULTI-RESISTANT ORGANISM SCREEN,276
3176,3255,MULTI-RESISTANT ORGANISM SCREEN,267
3177,3256,MULTI-RESISTANT ORGANISM SCREEN,267
3178,3257,MULTI-RESISTANT ORGANISM SCREEN,254
3179,3258,MULTI-RESISTANT ORGANISM SCREEN,246
3180,3259,MULTI-RESISTANT ORGANISM SCREEN,268
3181,3260,MULTI-RESISTANT ORGANISM SCREEN,276
3182,3261,MULTI-RESISTANT ORGANISM SCREEN,268
3183,3262,URINE MICROBIOLOGY,402
3184,3263,URINE MICROBIOLOGY,803
3185,3264,MULTI-RESISTANT ORGANISM SCREEN,276
3186,3265,BLOOD CULTURE MICROBIOLOGY,228
3187,3266,MULTI-RESISTANT ORGANISM SCREEN,274
3188,3267,MULTI-RESISTANT ORGANISM SCREEN,241
3189,3268,MULTI-RESISTANT ORGANISM SCREEN,275
3190,3269,MULTI-RESISTANT ORGANISM SCREEN,275
3191,3270,MULTI-RESISTANT ORGANISM SCREEN,263
3192,3271,MULTI-RESISTANT ORGANISM SCREEN,276
3193,3272,RESPIRATORY MICROBIOLOGY,448
3194,3273,BLOOD CULTURE MICROBIOLOGY,228
3195,3274,MULTI-RESISTANT ORGANISM SCREEN,273
3196,3275,MULTI-RESISTANT ORGANISM SCREEN,275
3197,3276,MULTI-RESISTANT ORGANISM SCREEN,371
3198,3277,FAECES MICROBIOLOGY,496
3199,3278,MULTI-RESISTANT ORGANISM SCREEN,276
3200,3279,BLOOD CULTURE MICROBIOLOGY,236
3201,3280,RESPIRATORY MICROBIOLOGY,1106
3202,3281,MULTI-RESISTANT ORGANISM SCREEN,268
3203,3282,URINE MICROBIOLOGY,401
3204,3283,MULTI-RESISTANT ORGANISM SCREEN,275
3205,3284,MULTI-RESISTANT ORGANISM SCREEN,254
3206,3285,MULTI-RESISTANT ORGANISM SCREEN,268
3207,3286,RESPIRATORY MICROBIOLOGY,479
3208,3287,MULTI-RESISTANT ORGANISM SCREEN,267
3209,3288,MULTI-RESISTANT ORGANISM SCREEN,267
3210,3289,BLOOD CULTURE MICROBIOLOGY,236
3211,3290,URINE MICROBIOLOGY,421
3212,3291,MULTI-RESISTANT ORGANISM SCREEN,383
3213,3292,URINE MICROBIOLOGY,893
3214,3293,MULTI-RESISTANT ORGANISM SCREEN,273
3215,3294,MULTI-RESISTANT ORGANISM SCREEN,383
3216,3295,BLOOD CULTURE MICROBIOLOGY,390
3217,3296,MULTI-RESISTANT ORGANISM SCREEN,384
3218,3297,MULTI-RESISTANT ORGANISM SCREEN,273
3219,3298,URINE MICROBIOLOGY,421
3220,3299,BLOOD CULTURE MICROBIOLOGY,233
3221,3300,MULTI-RESISTANT ORGANISM SCREEN,248
3222,3301,BLOOD CULTURE MICROBIOLOGY,234
3223,3302,FAECES MICROBIOLOGY,504
3224,3303,MULTI-RESISTANT ORGANISM SCREEN,276
3225,3304,CATHETER TIP MICROBIOLOGY,297
3226,3305,CEREBROSPINAL FLUID MICROBIOLOGY,934
3227,3306,MULTI-RESISTANT ORGANISM SCREEN,254
3228,3307,MULTI-RESISTANT ORGANISM SCREEN,275
3229,3308,URINE MICROBIOLOGY,480
3230,3309,MULTI-RESISTANT ORGANISM SCREEN,268
3231,3310,MULTI-RESISTANT ORGANISM SCREEN,276
3232,3311,MULTI-RESISTANT ORGANISM SCREEN,275
3233,3312,MULTI-RESISTANT ORGANISM SCREEN,267
3234,3313,MULTI-RESISTANT ORGANISM SCREEN,269
3235,3314,RESPIRATORY MICROBIOLOGY,450
3236,3315,URINE MICROBIOLOGY,456
3237,3316,MULTI-RESISTANT ORGANISM SCREEN,268
3238,3317,MICROBIOLOGY,439
3239,3318,URINE MICROBIOLOGY,552
3240,3319,MULTI-RESISTANT ORGANISM SCREEN,274
3241,3320,CATHETER TIP MICROBIOLOGY,236
3242,3321,MULTI-RESISTANT ORGANISM SCREEN,254
3243,3322,MICROBIOLOGY,864
3244,3323,BLOOD CULTURE MICROBIOLOGY,229
3245,3324,MULTI-RESISTANT ORGANISM SCREEN,276
3246,3325,MICROBIOLOGY,861
3247,3326,MULTI-RESISTANT ORGANISM SCREEN,275
3248,3327,MULTI-RESISTANT ORGANISM SCREEN,252
3249,3328,URINE MICROBIOLOGY,858
3250,3329,MICROBIOLOGY,441
3251,3330,MICROBIOLOGY,930
3252,3331,MULTI-RESISTANT ORGANISM SCREEN,273
3253,3332,MULTI-RESISTANT ORGANISM SCREEN,276
3254,3333,URINE MICROBIOLOGY,1200
3255,3334,BLOOD CULTURE MICROBIOLOGY,237
3256,3335,MULTI-RESISTANT ORGANISM SCREEN,275
3257,3336,URINE MICROBIOLOGY,456
3258,3337,MULTI-RESISTANT ORGANISM SCREEN,275
3259,3338,MICROBIOLOGY,1167
3260,3339,URINE MICROBIOLOGY,1146
3261,3340,MULTI-RESISTANT ORGANISM SCREEN,276
3262,3341,MULTI-RESISTANT ORGANISM SCREEN,275
3263,3342,MULTI-RESISTANT ORGANISM SCREEN,276
3264,3343,MULTI-RESISTANT ORGANISM SCREEN,254
3265,3344,MULTI-RESISTANT ORGANISM SCREEN,276
3266,3345,MICROBIOLOGY,460
3267,3346,URINE MICROBIOLOGY,716
3268,3347,CEREBROSPINAL FLUID MICROBIOLOGY,638
3269,3348,MULTI-RESISTANT ORGANISM SCREEN,422
3270,3349,MULTI-RESISTANT ORGANISM SCREEN,275
3271,3350,CEREBROSPINAL FLUID MICROBIOLOGY,816
3272,3351,MULTI-RESISTANT ORGANISM SCREEN,273
3273,3352,MULTI-RESISTANT ORGANISM SCREEN,275
3274,3353,CEREBROSPINAL FLUID MICROBIOLOGY,725
3275,3354,URINE MICROBIOLOGY,421
3276,3355,MULTI-RESISTANT ORGANISM SCREEN,254
3277,3356,RESPIRATORY MICROBIOLOGY,602
3278,3357,MULTI-RESISTANT ORGANISM SCREEN,276
3279,3358,MULTI-RESISTANT ORGANISM SCREEN,277
3280,3359,MULTI-RESISTANT ORGANISM SCREEN,277
3281,3360,MICROBIOLOGY,891
3282,3361,MULTI-RESISTANT ORGANISM SCREEN,254
3283,3362,MULTI-RESISTANT ORGANISM SCREEN,276
3284,3364,MULTI-RESISTANT ORGANISM SCREEN,275
3285,3365,BLOOD CULTURE MICROBIOLOGY,232
3286,3366,URINE MICROBIOLOGY,507
3287,3367,MULTI-RESISTANT ORGANISM SCREEN,276
3288,3368,MULTI-RESISTANT ORGANISM SCREEN,275
3289,3369,URINE MICROBIOLOGY,412
3290,3370,MICROBIOLOGY,468
3291,3371,MICROBIOLOGY,1047
3292,3372,MULTI-RESISTANT ORGANISM SCREEN,276
3293,3373,MULTI-RESISTANT ORGANISM SCREEN,268
3294,3374,BLOOD CULTURE MICROBIOLOGY,294
3295,3375,BLOOD CULTURE MICROBIOLOGY,294
3296,3376,MULTI-RESISTANT ORGANISM SCREEN,268
3297,3377,BLOOD CULTURE MICROBIOLOGY,228
3298,3378,URINE MICROBIOLOGY,422
3299,3379,MULTI-RESISTANT ORGANISM SCREEN,269
3300,3380,MICROBIOLOGY,757
3301,3381,URINE MICROBIOLOGY,491
3302,3382,RESPIRATORY MICROBIOLOGY,568
3303,3383,URINE MICROBIOLOGY,943
3304,3384,MULTI-RESISTANT ORGANISM SCREEN,267
3305,3385,MICROBIOLOGY,823
3306,3386,BLOOD CULTURE MICROBIOLOGY,236
3307,3387,MICROBIOLOGY,469
3308,3388,URINE MICROBIOLOGY,402
3309,3389,BLOOD CULTURE MICROBIOLOGY,294
3310,3390,MULTI-RESISTANT ORGANISM SCREEN,276
3311,3391,URINE MICROBIOLOGY,400
3312,3392,MULTI-RESISTANT ORGANISM SCREEN,276
3313,3393,MULTI-RESISTANT ORGANISM SCREEN,276
3314,3394,URINE MICROBIOLOGY,401
3315,3395,MULTI-RESISTANT ORGANISM SCREEN,254
3316,3396,MULTI-RESISTANT ORGANISM SCREEN,289
3317,3397,GENITAL MICROBIOLOGY,648
3318,3398,MULTI-RESISTANT ORGANISM SCREEN,275
3319,3399,BLOOD CULTURE MICROBIOLOGY,236
3320,3400,MULTI-RESISTANT ORGANISM SCREEN,275
3321,3402,MULTI-RESISTANT ORGANISM SCREEN,276
3322,3403,RESPIRATORY MICROBIOLOGY,1204
3323,3404,URINE MICROBIOLOGY,401
3324,3405,RESPIRATORY MICROBIOLOGY,1190
3325,3406,CEREBROSPINAL FLUID MICROBIOLOGY,763
3326,3407,MULTI-RESISTANT ORGANISM SCREEN,254
3327,3408,URINE MICROBIOLOGY,451
3328,3409,RESPIRATORY MICROBIOLOGY,367
3329,3410,CEREBROSPINAL FLUID MICROBIOLOGY,674
3330,3411,URINE MICROBIOLOGY,996
3331,3412,MICROBIOLOGY,418
3332,3413,MULTI-RESISTANT ORGANISM SCREEN,267
3333,3414,MULTI-RESISTANT ORGANISM SCREEN,276
3334,3415,GENITAL MICROBIOLOGY,681
3335,3416,MULTI-RESISTANT ORGANISM SCREEN,254
3336,3417,BLOOD CULTURE MICROBIOLOGY,232
3337,3418,URINE MICROBIOLOGY,401
3338,3419,MULTI-RESISTANT ORGANISM SCREEN,276
3339,3420,MULTI-RESISTANT ORGANISM SCREEN,254
3340,3421,MULTI-RESISTANT ORGANISM SCREEN,275
3341,3422,MULTI-RESISTANT ORGANISM SCREEN,275
3342,3423,MULTI-RESISTANT ORGANISM SCREEN,275
3343,3424,MULTI-RESISTANT ORGANISM SCREEN,275
3344,3425,MULTI-RESISTANT ORGANISM SCREEN,275
3345,3426,MULTI-RESISTANT ORGANISM SCREEN,254
3346,3427,CEREBROSPINAL FLUID MICROBIOLOGY,752
3347,3428,MULTI-RESISTANT ORGANISM SCREEN,276
3348,3429,MULTI-RESISTANT ORGANISM SCREEN,276
3349,3430,MULTI-RESISTANT ORGANISM SCREEN,276
3350,3431,RESPIRATORY MICROBIOLOGY,1134
3351,3432,MULTI-RESISTANT ORGANISM SCREEN,268
3352,3433,BLOOD CULTURE MICROBIOLOGY,568
3353,3434,MULTI-RESISTANT ORGANISM SCREEN,276
3354,3435,MULTI-RESISTANT ORGANISM SCREEN,247
3355,3436,BLOOD CULTURE MICROBIOLOGY,232
3356,3437,MULTI-RESISTANT ORGANISM SCREEN,275
3357,3438,MULTI-RESISTANT ORGANISM SCREEN,269
3358,3439,MULTI-RESISTANT ORGANISM SCREEN,268
3359,3440,URINE MICROBIOLOGY,456
3360,3441,MULTI-RESISTANT ORGANISM SCREEN,267
3361,3443,MULTI-RESISTANT ORGANISM SCREEN,275
3362,3444,CEREBROSPINAL FLUID MICROBIOLOGY,797
3363,3445,MULTI-RESISTANT ORGANISM SCREEN,268
3364,3446,MULTI-RESISTANT ORGANISM SCREEN,268
3365,3447,MULTI-RESISTANT ORGANISM SCREEN,267
3366,3448,URINE MICROBIOLOGY,1028
3367,3449,URINE MICROBIOLOGY,803
3368,3450,URINE MICROBIOLOGY,893
3369,3451,MULTI-RESISTANT ORGANISM SCREEN,254
3370,3452,MULTI-RESISTANT ORGANISM SCREEN,275
3371,3453,MULTI-RESISTANT ORGANISM SCREEN,276
3372,3454,URINE MICROBIOLOGY,420
3373,3455,MULTI-RESISTANT ORGANISM SCREEN,254
3374,3456,URINE MICROBIOLOGY,989
3375,3457,MULTI-RESISTANT ORGANISM SCREEN,267
3376,3458,BLOOD CULTURE MICROBIOLOGY,717
3377,3459,MULTI-RESISTANT ORGANISM SCREEN,276
3378,3460,URINE MICROBIOLOGY,402
3379,3461,MULTI-RESISTANT ORGANISM SCREEN,275
3380,3462,BLOOD CULTURE MICROBIOLOGY,236
3381,3463,URINE MICROBIOLOGY,416
3382,3464,MULTI-RESISTANT ORGANISM SCREEN,268
3383,3465,MULTI-RESISTANT ORGANISM SCREEN,276
3384,3466,BLOOD CULTURE MICROBIOLOGY,228
3385,3468,MULTI-RESISTANT ORGANISM SCREEN,268
3386,3469,MULTI-RESISTANT ORGANISM SCREEN,276
3387,3470,MULTI-RESISTANT ORGANISM SCREEN,267
3388,3471,MULTI-RESISTANT ORGANISM SCREEN,276
3389,3472,CEREBROSPINAL FLUID MICROBIOLOGY,630
3390,3473,MULTI-RESISTANT ORGANISM SCREEN,268
3391,3474,MULTI-RESISTANT ORGANISM SCREEN,275
3392,3475,MULTI-RESISTANT ORGANISM SCREEN,254
3393,3476,MULTI-RESISTANT ORGANISM SCREEN,275
3394,3477,MULTI-RESISTANT ORGANISM SCREEN,247
3395,3478,MULTI-RESISTANT ORGANISM SCREEN,275
3396,3479,MULTI-RESISTANT ORGANISM SCREEN,276
3397,3480,MULTI-RESISTANT ORGANISM SCREEN,269
3398,3481,Bacterial Antigens,592
3399,3482,BLOOD CULTURE MICROBIOLOGY,236
3400,3483,URINE MICROBIOLOGY,478
3401,3484,BLOOD CULTURE MICROBIOLOGY,497
3402,3485,MULTI-RESISTANT ORGANISM SCREEN,267
3403,3486,MULTI-RESISTANT ORGANISM SCREEN,275
3404,3487,MULTI-RESISTANT ORGANISM SCREEN,275
3405,3488,MULTI-RESISTANT ORGANISM SCREEN,275
3406,3489,MULTI-RESISTANT ORGANISM SCREEN,275
3407,3490,MULTI-RESISTANT ORGANISM SCREEN,276
3408,3491,MICROBIOLOGY,492
3409,3492,BODY FLUID EXAMINATION,883
3410,3493,MULTI-RESISTANT ORGANISM SCREEN,274
3411,3494,MULTI-RESISTANT ORGANISM SCREEN,276
3412,3495,URINE MICROBIOLOGY,423
3413,3496,MICROBIOLOGY,918
3414,3498,MULTI-RESISTANT ORGANISM SCREEN,275
3415,3499,MICROBIOLOGY,920
3416,3500,CEREBROSPINAL FLUID MICROBIOLOGY,657
3417,3501,CEREBROSPINAL FLUID MICROBIOLOGY,738
3418,3502,MULTI-RESISTANT ORGANISM SCREEN,276
3419,3503,MULTI-RESISTANT ORGANISM SCREEN,268
3420,3504,MULTI-RESISTANT ORGANISM SCREEN,275
3421,3505,URINE MICROBIOLOGY,941
3422,3506,MULTI-RESISTANT ORGANISM SCREEN,254
3423,3507,BLOOD CULTURE MICROBIOLOGY,525
3424,3508,MULTI-RESISTANT ORGANISM SCREEN,276
3425,3509,MULTI-RESISTANT ORGANISM SCREEN,263
3426,3510,RESPIRATORY MICROBIOLOGY,1183
3427,3511,MULTI-RESISTANT ORGANISM SCREEN,275
3428,3512,MULTI-RESISTANT ORGANISM SCREEN,262
3429,3513,URINE MICROBIOLOGY,421
3430,3514,URINE MICROBIOLOGY,401
3431,3515,MULTI-RESISTANT ORGANISM SCREEN,236
3432,3516,RESPIRATORY MICROBIOLOGY,1065
3433,3517,MULTI-RESISTANT ORGANISM SCREEN,236
3434,3518,MULTI-RESISTANT ORGANISM SCREEN,254
3435,3519,URINE MICROBIOLOGY,543
3436,3520,CEREBROSPINAL FLUID MICROBIOLOGY,869
3437,3521,URINE MICROBIOLOGY,401
3438,3522,MULTI-RESISTANT ORGANISM SCREEN,263
3439,3523,MULTI-RESISTANT ORGANISM SCREEN,276
